name,cat_loc,rating,review,description,price_range
데케드(dekad),유러피안음식 • 서촌,4.7,(448),"서촌의 맛집, 유럽 스타일의 브런치&디너를 선보이는 공간",점심 1 - 3만원 · 저녁 1 - 4만원
제리브라운,이탈리아음식 • 송파,4.8,(774),"미국식 터치가 들어간 푸짐한 이탈리아 음식과 추억 담긴 음악, 다양한 잔술",점심 저녁 동일가 1 - 4만원
가든포에트,브런치 • 상수,4.5,(195),아름다운 정원과 함께 유럽 감성을 느끼며 맛있는 음식을 즐기는 공간,점심 저녁 동일가 1 - 4만원
잼라운지 (jamlounge),이탈리아음식 • 선릉,4.3,(74),"이탈리안 요리, 칵테일과 와인 그리고 유명 뮤지션의 재즈 라이브가 있는 공간",점심 저녁 동일가 1 - 4만원
다이빙룸,다이닝바 • 용산,4.8,(265),"낮에는 브런치카페, 밤에는 와인바로 즐기는 공간",점심 저녁 동일가 1 - 4만원
호루몬규상 성수,소고기구이 • 성수,4.7,(220),"성수동 야끼니꾸, 우설, 특수부위 전문점입니다콜키지 프리 1병 토/일은 PM3시부터 영업합니다.6월24~25일 매장 임시휴무입니다.",점심 영업안함 · 저녁 1 - 4만원
메종앙티브,프랑스음식 • 한남,4.5,(48),테라스가 있는 한남동의 캐주얼 프렌치 레스토랑,점심 저녁 동일가 1 - 4만원
타파스옥,다이닝바 • 서촌,4.4,(66),지중해 타파스와 와인&칵테일,점심 저녁 동일가 1 - 4만원
리에또,다이닝바 • 석촌,4.9,(121),신선한 재료로 만드는 1인 셰프의 와인 다이닝바 코라뱅으로 서브하는 18종의 글라스 와인,점심 영업안함 · 저녁 1 - 4만원
타임투칠,와인 • 송파,4.6,(158),석촌호수 근처 아늑한 분위기 테라스 다이닝바,점심 영업안함 · 저녁 1 - 4만원
야키니쿠 도쿠센,소고기구이 • 송파,4.5,(253),도쿠센은 전체 다찌석 입니다.가게 자리가 넓지 않습니다 양해 부탁드립니다.화요일~금요일 18:00~23:00Last order 22:00토요일 17:00~23:00Last order 22:00일요일 17:00~21:00Last order 20:00,점심 영업안함 · 저녁 1 - 4만원
ja tak 야탁,다이닝바 • 개봉,4.9,(144),편안하게 즐길 수 있는 와인바,점심 영업안함 · 저녁 1 - 4만원
오묘 서여의도점,일식 • 여의도,4.6,(554),신선한 제철 재료로 만드는 일식기반 다이닝 -편안한 식사를 위한 프라이빗한 룸이 마련되어 있습니다.* 주류 주문 필수 아닙니다* 예약가능한 자리가 없을 경우 매장으로 연락주세요,점심 1 - 2만원 · 저녁 1 - 4만원
서울 오마카세 우미마토,"스시,초밥 • 마곡",4.6,(956),우미마토는 네이버순위에서 서울오마카세 1등🍣한달에 1000명이상이 방문하는서울에서 가장 사랑받는 오마카세 우미마토입니다❤️うみまと🐟바다의 맛을 목표로 삼다정통 오마카세와 달리 누구나 부담없이 편하게 즐길수없을까?🤔늘 고민하고 기본에 충실하겠습니다🙏,점심 저녁 동일가 3.5만원
시즈널리티,브런치 • 여의도,4.7,(895),사계절의 오감과 함께 여유로운 일상을 즐길 수 있는 공간,점심 1 - 3만원 · 저녁 1 - 4만원
퍼시픽 스탠다드,와인 • 가로수길,4.9,(52),신사동에 있는 캘리포니아 내추럴 와인바,점심 1 - 3만원 · 저녁 1 - 4만원
네비올로 합정,와인 • 합정,4.9,(299),소믈리에가 엄선한 400여종의 와인과 다양한 음식이 준비된 분위기 좋은 와인바,점심 저녁 동일가 1 - 4만원
아로보(ARROBO),컨템포러리 • 가로수길,4.9,(220),아시안 터치를 더한 창의적인 음식과 다양한 와인이 있는 신사동가로수길 자그마한 와인바,점심 영업안함 · 저녁 1 - 4만원
더블해피니스,중식 • 성수,4.5,(55),"BBQ, 아메리칸차이니즈 캐주얼 다이닝",점심 저녁 동일가 1 - 4만원
로코스 비비큐 경리단길 본점,바베큐 • 경리단길,4.5,(279),"숙성, 훈연까지 장장 48시간이 넘는 긴 시간을 들여 풍미 넘치는 BBQ를 만들며, 늘 같은 감동을 제공하기 위해 고민하고, 노력하는 브랜드",점심 저녁 동일가 1 - 4만원
Campo,다이닝바 • 한남,4.7,(295),제철재료를 이용하여 본연의 맛을 살린 와인바,점심 영업안함 · 저녁 1 - 4만원
오르트oort,다이닝바 • 왕십리,4.7,(120),청담경력 20년 이상 쉐프의 오리엔탈바이브 이탈리안 다이닝,점심 영업안함 · 저녁 1 - 4만원
마곡장,중식 • 마곡,4.8,(8),특색있는 음식과 조화로운 음악을 즐기는 공간,점심 저녁 동일가 1 - 4만원
을지로 미팅룸,유러피안음식 • 을지로,4.5,(55),"을지로에서 가장 오래된 맛집,매콤 크림파스타와 떡볶이,그리고 메밀김밥이 유명한 퓨전 일식집",점심 저녁 동일가 1 - 4만원
대관령 토종한우,소고기구이 • 압구정,4.8,(13),800명 이상 입점 가능한 화로구이 한우 전문 매장,점심 저녁 동일가 1 - 4만원
제이앤로즈비비큐,바베큐 • 한남,4.8,(57),당일 정성으로 구운 바베큐를 판매하는 한남동에 있는 작은 바베큐식당,점심 저녁 동일가 1 - 4만원
에디슨바이댄,아메리칸음식 • 서울숲,4.8,(157),한겨울 루프탑을 즐길 수 있는  '홈메이드 캐주얼 다이닝'-소/돼지/닭을 활용한 스테이크와 파스타 -365일 이용 가능한 따뜻한 루프탑-정통 수제 방식의 캐주얼 비스트로  -수준 높은 요리와 다양한 주류 -데이트 코스와 단체 모임,점심 저녁 동일가 1 - 4만원
비스트로사랑방,파스타 • 상수,4.5,(51),색다르고 재미있는 음식을 편하게 즐길 수 있는 캐주얼 레스토랑,점심 1 - 2만원 · 저녁 1 - 4만원
몰림,"맥주,호프 • 서촌",4.6,(43),"집시양조를 하는 비스트로&브루펍 몰림입니다.당일직송 받는 해산물, 직접 만든 생면 파스타, 참숯을 이용한 그릴과 훈연하는 요리를 전개하고 있습니다.",점심 저녁 동일가 1 - 4만원
ALKI 알키,이자카야 • 신당,4.9,(206),동네 작은 숙성회집,점심 영업안함 · 저녁 1 - 4만원
고기굴,"육류,고기요리 • 영등포",4.9,"(1,003)",직접 숯불로 구워주는 신선한 고기를 다양한 주류와 함께 분위기 있게 즐길 수 있는 공간,점심 저녁 동일가 1 - 4만원
구오,이탈리아음식 • 성신여대,4.9,(67),"시장 한복판에 한옥 와인바가?! 역에서 도보 2분!*주말은 점심도 운영 합니다. 데이트, 소개팅, 기념일, 모임, 생파에 제격인 곳",점심 저녁 동일가 1 - 4만원
모힝 낙성대점,이탈리아음식 • 샤로수길,4.3,(10),"데이트, 모임하기 좋은 이탈리안 퓨전 레스토랑",점심 저녁 동일가 1 - 4만원
그랑차오,중식 • 방이,4.3,(71),진심을 다하는 음식과 친절한 서비스를 제공하는 공간,점심 저녁 동일가 1 - 4만원
이태원 불꽃,중식 • 이태원,4.6,(208),CHINESE BUNSIK BAR,점심 저녁 동일가 1 - 4만원
쌤쌤쌤,아메리칸음식 • 삼각지,4.0,"(1,085)","용리단길 맛집, 샌프란시스코의 온도가 느껴지는 공간",점심 저녁 동일가 1 - 4만원
Barboo (바부),와인 • 이태원,4.8,(464),이국적인 분위기에 다양한 와인과 음악이 어우러진 브런치 카페 & 와인바,점심 1 - 3만원 · 저녁 1 - 4만원
비텔로소띠,이탈리아음식 • 서촌,4.6,(93),"'오스테리아소띠' 의 두번째 브랜드로 이탈리아 남부 스타일의 공간 과 테라스, 피자, 피자튀김, 파스타, 와인, 맥주등 다양한 볼거리와 먹거리가 있는 공간",점심 저녁 동일가 1 - 4만원
피치 (peach),브런치 • 압구정로데오,4.2,(39),"커피와 차 그리고 브런치, 내츄럴 와인을 즐길 수 있는 공간",점심 저녁 동일가 1 - 4만원
계모임 오목교점,"닭,오리요리 • 목동",4.8,(50),당일도축 신선한 닭정육을 사용한 한식 베이스의 닭 특수부위 전문점,점심 영업안함 · 저녁 1 - 4만원
mul,와인 • 공릉,4.8,(10),2부 < 𝙾𝚗𝚎 𝚝𝚊𝚋𝚕𝚎 𝚋𝚊𝚛 > 100 % 사전 예약제𝚜𝚎𝚕𝚎𝚌𝚝 𝚗𝚊𝚝𝚞𝚛𝚊𝚕 𝚠𝚒𝚗𝚎 & 𝚜𝚎𝚊𝚜𝚘𝚗𝚊𝚕 𝚍𝚒𝚜𝚑,점심 저녁 동일가 1 - 4만원
젠틀키친,유러피안음식 • 연남,4.7,(98),한식적인 재료로 양식을 만드는 친근한 공간,점심 저녁 동일가 1 - 4만원
바운드리스,다이닝바 • 북촌,4.7,(361),이탈리안 컨텐포러리 & 와인바,점심 저녁 동일가 1 - 4만원
웅장,중식 • 망원,4.8,(66),술과 잘 어울리는 요리를 제공하는 차이니즈 요리주점,점심 저녁 동일가 1 - 4만원
한토리,이자카야 • 구의,4.7,(21),퇴근길 아지트 같은 따듯한 분위기와 정성을 다한 요리가 있는 야키토리 집,점심 영업안함 · 저녁 1 - 4만원
부우이,이탈리아음식 • 서울숲,4.5,(103),지중해 작은 마을을 모티브로한 비스트로,점심 저녁 동일가 1 - 4만원
포르투7 합정점,이탈리아음식 • 합정,4.2,(13),이탈리아 가정식으로 소박하고 이국적인 감성을 느낄 수 있는 캐주얼 레스토랑,점심 저녁 동일가 1 - 4만원
우곱집 독산점,"곱창,막창 • 독산",4.7,(10),프리미엄 한우 소곱창구이 전문점,점심 저녁 동일가 1 - 4만원
신용산 당스,다이닝바 • 용산,4.9,(718),"오랜 가옥을 개조한 아늑한 공간,장작불을 이용해 요리하는 우드파이어 다이닝브런치 레스토랑 & 와인 바",점심 저녁 동일가 1 - 4만원
탈스티 안국,와인 • 삼청,4.9,(244),"한국 유일의 오렌지 와인바, 최고의 와인 리스트가 있는 작은 주막",점심 영업안함 · 저녁 1 - 4만원
심야식당 켬,한식 • 마곡,4.8,(30),새벽시장에서 장본 재료로 만든 계절요리와 지역 특산주를 이용한 요리주점,점심 영업안함 · 저녁 1 - 4만원
안단테비노,와인 • 공덕,4.5,(11),"""까브에서 즐기는 음악과 와인"" 와인에 집중한 클래식 와인바",점심 영업안함 · 저녁 1 - 4만원
아맘(amamm),한식 • 왕십리,4.9,(25),한식과 양식의 경계가 없는 다양한 요리와 주류를 구비한 맛있는 술집,점심 영업안함 · 저녁 1 - 4만원
신수로,"육류,고기요리 • 마포",4.8,(67),"드라이에이징 숙성 돈마호크,한우 전문점 주류 콜키지 프리입니다!!",점심 저녁 동일가 1 - 4만원
쿱 압구정로데오,와인 • 압구정로데오,4.8,(147),분위기있는 루프탑 테라스와 감각적인 공간의 다이닝 와인&위스키바,점심 영업안함 · 저녁 1 - 4만원
리파인 연남점,전통주 • 연남,4.7,(248),분위기 좋은 퓨전 한식 다이닝단체 환영!!새롭게 해석한 한식 베이스 메뉴와 다양한 주류와 각종 하이볼을 선보이는 연남동 핫플에 위치한 리파인연남편한 분위기에서 좋은추억 만들고 가세요~(프리미엄 생맥주 산토리 판매개시),점심 영업안함 · 저녁 1 - 4만원
루프탑지니,와인 • 홍대,4.0,(2),도심 속 정원같은 프라이빗 와인바,점심 영업안함 · 저녁 1 - 4만원
바인,다이닝바 • 건대,5.0,(34),"복잡한 건대 거리 속, 포근한 쉼터.사람이 머무는 공간 '바인(人)'입니다.'바인'만의 특별한 요리와 함께칵테일, 와인, 위스키를 즐겨보세요.",점심 저녁 동일가 1 - 4만원
다이닝갈비,돼지고기구이 • 삼성,4.2,(31),데이트하기 좋은 분위기 있는 72시간 숙성 돼지갈비,점심 영업안함 · 저녁 1 - 4만원
능라도 명동,"국수,냉면 • 명동",4.2,(23),명동에 위치한 평양음식 전문점,점심 저녁 동일가 1 - 4만원
기러기둥지 용산 'The Train',다이닝바 • 이태원,4.8,(421),유럽횡단 열차인  'NEST OF GOOSE INTERNATIONAL EXPRESS' 에 탑승하신걸 환영합니다.소중한 사람과 이국적인 음식들을 같이 즐기며여행의 설레임을 느껴보세요!,점심 영업안함 · 저녁 1 - 4 만원
연주방 송리단길점,한식 • 송파,4.8,(169),싱싱한 모듬 해산물과 한잔 하기 좋은 한식메뉴와 전통주가 준비된 해산물포차,점심 영업안함 · 저녁 1 - 4만원
한남다찌,"해물,생선요리 • 이태원",4.1,(39),항상 싱싱한 가성비 해산물 코스,점심 영업안함 · 저녁 1 - 4만원
드렁크탱크핑크,다이닝바 • 성수,4.7,(42),"동서양의 조화로운 요리와 와인, 칵테일이 함께하는 캐쥬얼한 레스토랑",점심 저녁 동일가 1 - 4만원
아스론가,다이닝바 • 동대문,4.8,(47),너무 좋아 집에 가기 싫어지는 브런치 카페&와인바,점심 저녁 동일가 1 - 4만원
포이집 (POIIZIP),다이닝바 • 양재,4.8,(61),"포이집만의 독특하고 실패 없이 맛있는 메뉴들과 다양한 클래식하이볼, 200여종의 위스키를 페어링하며 즐길 수 있는 곳",점심 영업안함 · 저녁 1 - 4만원
아카보시,이자카야 • 성수,4.7,(32),스시 오마카세의 생선과 요리제철 음식과 여러종류의 잔사케를 드실수있는 이자카야(온누리상품권 가맹점)예약은 예약시간 기준 3시간 전 까지 가능합니다.시간이 지나신 경우 전화부탁드립니다.일반주류 및 하이볼을 원하실경우워크인으로 부탁드립니다.,점심 영업안함 · 저녁 1 - 4만원
양키스그릴 신당점,"스테이크,립 • 신당",4.7,(53),스테이크를 저렴한 가격으로 누구나 부담없이 맛볼 수 있는 곳!,점심 저녁 동일가 1 - 4만원
반샤쿠,이자카야 • 영등포,3.9,(52),갓성비 사시미 오마카세를 선보이는 이자카야,점심 영업안함 · 저녁 1 - 4만원
리파인 건대점,전통주 • 건대,4.8,(86),퓨전한식 메뉴들과 페어링하기 좋은 전통주가 있는 캐주얼 다이닝바,점심 영업안함 · 저녁 1 - 4만원
ERN 이알앤,파스타 • 서울숲,4.8,(334),서울숲 골목끝 롯데호텔10년경력의 오너쉐프가 운영하는 귀엽고 사랑스러운 공간*예약 마감 시 워크인으로 이용 가능하십니다.*,점심 저녁 동일가 1 - 4만원
공감 가로수길점,이자카야 • 가로수길,4.7,(75),넓고 시원한 테라스와 아늑한 룸이 공존하는 가로수길 최대규모 이자카야,점심 영업안함 · 저녁 1 - 4만원
YOUHAN Thai Bistro(유한),태국음식 • 한남,4.7,(194),"숯을 기반으로 태국 음식을 재해석하고 소개하며, 내추럴와인, 스피릿, 칵테일, 맥주 등이 준비 되어 있는 타이비스트로-바좌석, 테이블, 야외테이블로 구성된 공간입니다.-야외테이블은 날씨에 영향을 받지 않는 공간에 있습니다.-1인 1주류/ 1음료 필수매장입니다.",점심 영업안함 · 저녁 1 - 4만원
도원22,"칵테일,위스키 • 을지로",4.9,(17),"을지로3가에 위치한 클래식한 전통주, 위스키 바",점심 영업안함 · 저녁 1 - 4만원
야키니쿠 진야,소고기구이 • 송파,4.8,(318),일본 정통 야키니쿠 진야대한민국 최초 야키니쿠 타베호다이 뷔페코스,점심 저녁 동일가 1 - 4만원
카나데,일식 • 연남,4.9,(38),다양한 조리법을 활용하여 계절 제철재료 음식을 만들어 제공하는 연남동 뒷 골목 작은 일식당,점심 영업안함 · 저녁 1 - 4만원
리파인 성신여대점,전통주 • 성신여대,4.9,(143),한식베이스 메뉴들과 페어링 하기 좋은 다양한 전통주가 있는 캐주얼 다이닝 바데이트 소개팅 생일파티 소규모 모임 하기 좋은 곳 :),점심 영업안함 · 저녁 1 - 4만원
